index	origin	start	end
	balanced reciprocal translocation on segments [24+], from Chr4a to Chr4a	(del,23.1,25.1)(ins,24.1)
	balanced reciprocal translocation on segments [27+], from Chr4a to Chr4a	(del,26.1,28.1)(ins,27.1)
	nonreciprocal translocation on segments [71+], from Chr18b to Chr1a	(del,70.1,72.1)(ins,71.1)
	balanced reciprocal translocation on segments [10+], from Chr2a to Chr2b	(del,9.1,11.1)(ins,10.2)
	balanced reciprocal translocation on segments [13+], from Chr2b to Chr2a	(del,12.1,14.1)(ins,13.1)
	nonreciprocal translocation on segments [45+], from Chr9a to Chr10b	(del,44.1,46.1)(ins,45.1)
	deletion on segments [68+], from Chr18b to Chr18b	(del,67.1,69.1)
	left duplication inversion on segments [16+], from Chr3a to Chr3a	(ins,16.1)
	tandem duplication on segments [41+], from Chr8b to Chr8b	(ins,41.2)
	balanced reciprocal translocation on segments [21+], from Chr3a to Chr3a	(del,20.1,22.1)(ins,21.1)
	balanced reciprocal translocation on segments [18+], from Chr3a to Chr3a	(del,17.1,19.1)(ins,18.1)
	nonreciprocal translocation on segments [33+], from Chr6a to Chr1a	(del,32.1,34.1)(ins,33.1)
