index	origin	start	end
78	Chr16	38280683	90228344
79	Chr17	60000	22813679
CEN17	Chr17	22813680	26885980
80	Chr17	26885981	83247440
81	Chr18	10000	15460899
CEN18	Chr18	15460900	20861206
82	Chr18	20861207	27704783
83	Chr18	27704784	27880180
84	Chr18	27880181	80263284
85	Chr19	60000	24498980
CEN19	Chr19	24498981	27190874
86	Chr19	27190875	58607615
87	Chr20	60000	26436232
CEN20	Chr20	26436233	30038348
88	Chr20	30038349	64334166
89	Chr21	5010000	10864560
CEN21	Chr21	10864561	12915808
90	Chr21	12915809	46699982
91	Chr22	10510000	12954788
CEN22	Chr22	12954789	15054318
92	Chr22	15054319	50808467
93	ChrX	10000	58605579
CENX	ChrX	58605580	62412542
94	ChrX	62412543	98780011
95	ChrX	98780012	98970580
96	ChrX	98970581	156030894
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,48+,3+,CEN1+,4+,5+,5+,6+	10000	10000
Chr2a	7+,CEN2+,8+,9+,9+,10+,13+,12+,13+,11+	10000	10000
Chr3a	15+,CEN3+,16+,19+,18+,19+,17+	10000	60000
Chr4a	21+,CEN4+,22+	10000	10000
Chr5a	23+,CEN5+,24+,26+	10000	60000
Chr6a	27+,28+,28+,29+,33+,31+,CEN6+,32+,30+,34+,35+,36+,32+,33+,34+,35+,36+,36-	60000	60000
Chr6b	27+,28+,28+,29+,30+,31+,CEN6+,32+,33+,34+,35+,36+,32+,33+,34+,35+,36+,36-	60000	60000
Chr7a	38+,CEN7+,39+	10000	10000
Chr8a	40+,41-,42+,46+,44+,CEN8+,45+,43+,47+,2+,49+,50+,50-	60000	60000
Chr9a	51+,CEN9+,52+,53+,53+	10000	60000
Chr10a	54+,54+,CEN10+,55+,56+,55+	10000	10000
Chr10b	54+,54+,CEN10+,55+,56+,55+,56+	10000	10000
Chr11a	57+,CEN11+,58+,59+,61+,61+,62+,63+,63+	60000	10000
Chr12a	64+,CEN12+,65+	10000	10000
Chr13a	66+,CEN13+,67+,68+,68+,69+,67+,68+,69+	16000000	10000
Chr14a	70+,CEN14+,71+,72+,73+,74+	16000000	160000
Chr14b	70+,CEN14+,71+,83+,73+,74+,74+,71+,72+,73+,74+,74+	16000000	160000
Chr15a	75+,CEN15+,76+	17000000	10000
Chr16a	77+,CEN16+,78+	10000	110000
Chr17a	79+,CEN17+,80+	60000	10000
Chr18a	81+,CEN18+,82+,72+,84+	10000	110000
Chr19a	85+,CEN19+,86+	60000	10000
Chr20a	87+,CEN20+,88+	60000	110000
Chr21a	89+,CEN21+,90+	5010000	10000
Chr22a	91+,CEN22+,92+	10510000	10000
ChrXa	93+,CENX+,94+,95+,95+,96+	10000	10000
ChrXb	93+,CENX+,94+,95+,96+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrX', 'ChrX']
block 1: demo_random1
	reciprocal translocation on segments [61+], from Chr11a to Chr11a
	reciprocal translocation on segments [59+], from Chr11a to Chr11a
	tandem duplication on segments [5+], from Chr1a to Chr1a
	tandem duplication on segments [95+], from ChrXa to ChrXa
	chromosomal duplication on segments [70+,CEN14+,71+,72+,73+,74+], from Chr14a to Chr14b
	deletion on segments [37+], from Chr6a to Chr6a
	tandem duplication on segments [74+], from Chr14b to Chr14b
	tandem duplication on segments [28+], from Chr6a to Chr6a
	arm tandem duplication on segments [71+,72+,73+,74+,74+], from Chr14b to Chr14b
	arm tandem duplication on segments [32+,33+,34+,35+,36+], from Chr6a to Chr6a
	arm tandem duplication on segments [55+,56+], from Chr10a to Chr10a
	right duplication inversion on segments [35+,36+], from Chr6a to Chr6a
	deletion on segments [35+], from Chr6a to Chr6a
	tandem duplication on segments [53+], from Chr9a to Chr9a
	deletion on segments [25+], from Chr5a to Chr5a
	reciprocal translocation on segments [2+], from Chr1a to Chr8a
	reciprocal translocation on segments [48+], from Chr8a to Chr1a
	reciprocal translocation on segments [17+], from Chr3a to Chr3a
	reciprocal translocation on segments [19+], from Chr3a to Chr3a
	chromosomal duplication on segments [27+,28+,28+,29+,30+,31+,CEN6+,32+,33+,34+,35+,36+,32+,33+,34+,35+,36+,36+], from Chr6a to Chr6b
	reciprocal translocation on segments [83+], from Chr18a to Chr14b
	reciprocal translocation on segments [72+], from Chr14b to Chr18a
	reciprocal translocation on segments [43+], from Chr8a to Chr8a
	reciprocal translocation on segments [46+], from Chr8a to Chr8a
	inversion on segments [41+], from Chr8a to Chr8a
	reciprocal translocation on segments [30+], from Chr6a to Chr6a
	reciprocal translocation on segments [33+], from Chr6a to Chr6a
	arm tandem duplication on segments [54+], from Chr10a to Chr10a
	arm tandem duplication on segments [67+,68+,69+], from Chr13a to Chr13a
	tandem duplication on segments [68+], from Chr13a to Chr13a
	tandem duplication on segments [63+], from Chr11a to Chr11a
	right duplication inversion on segments [50+], from Chr8a to Chr8a
	chromosomal duplication on segments [54+,54+,CEN10+,55+,56+,55+,56+], from Chr10a to Chr10b
	deletion on segments [56+], from Chr10a to Chr10a
	tandem duplication on segments [9+], from Chr2a to Chr2a
	reciprocal translocation on segments [11+], from Chr2a to Chr2a
	reciprocal translocation on segments [13+], from Chr2a to Chr2a
