index	origin	start	end
CENX	ChrX	58605580	62412542
88	ChrX	62412543	156030894
---
chromosome	KT	telo1_len	telo2_len
Chr1a	1+,2+,2-,2+,2-,1-,1-,3+,6+,5+,6+,4+,CEN1+,8+	10000	10000
Chr2a	9+,CEN2+,10+,11+,12+,13+,10+,11-,12+,13+,13+	10000	10000
Chr3a	14+,15+,16+,14+,15+,16+,14+,18+,16+,14+,15+,16+,CEN3+,17+,15+,19+,56+,21+,22+,17+,18+,19+,20+,21+	10000	60000
Chr4a	23+,24+,24+,25+,CEN4+,26+	10000	10000
Chr5a	27+,CEN5+,28+,30+,31+,32+,33+,34+,35+,36+,37+,37+	10000	60000
Chr5b	27+,27+,CEN5+,28+,29+,30+,31-,32+,35+,34+,35+,33+	10000	60000
Chr6a	38+,42+,40+,CEN6+,41+,39+,43+	60000	60000
Chr6b	38+,42+,40+,CEN6+,41+,39+,43+	60000	60000
Chr7a	44+,CEN7+,45+	10000	10000
Chr8a	46+,CEN8+,47+	60000	60000
Chr9a	49+,CEN9+,50+	10000	60000
Chr10a	51+,71+,53+,CEN10+,54+	10000	10000
Chr11a	55+,20+,57+,CEN11+,58+	60000	10000
Chr12a	59+,CEN12+,60+,61+,63+,63+,64+,60+,61+,62+,63+,64+	10000	10000
Chr13a	65+,CEN13+,66+	16000000	10000
Chr14a	67+,CEN14+,68+	16000000	160000
Chr15a	69+,CEN15+,70+,52+,72+	17000000	10000
Chr16a	73+,CEN16+,74+	10000	110000
Chr17a	75+,CEN17+,76+,76+	60000	10000
Chr18a	deleted	0	0
Chr19a	79+,CEN19+,80+	60000	10000
Chr20a	81+,CEN20+,82+	60000	110000
Chr21a	deleted	0	0
Chr22a	85+,CEN22+,86+	10510000	10000
ChrXa	87+,CENX+,88+	10000	10000
ChrXb	87+,CENX+,88+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrX', 'ChrX']
block 1: demo_random1
	arm tandem duplication on segments [10+,11+,12+,13+], from Chr2a to Chr2a
	arm tandem duplication on segments [14+,15+,16+], from Chr3a to Chr3a
	chromosomal deletion on segments [83+,CEN21+,84+], from Chr21a to Chr21a
	arm tandem duplication on segments [60+,61+,62+,63+,64+], from Chr12a to Chr12a
	chromosomal duplication on segments [27+,CEN5+,28+,29+,30+,31+,32+,33+,34+,35+,36+,37+], from Chr5a to Chr5b
	arm tandem duplication on segments [78+], from Chr18a to Chr18a
	reciprocal translocation on segments [63+], from Chr12a to Chr12a
	reciprocal translocation on segments [61+], from Chr12a to Chr12a
	arm tandem duplication on segments [17+,18+,19+,20+,21+,22+], from Chr3a to Chr3a
	deletion on segments [22+], from Chr3a to Chr3a
	right duplication inversion on segments [1+,2+], from Chr1a to Chr1a
	reciprocal translocation on segments [56+], from Chr11a to Chr3a
	reciprocal translocation on segments [20+], from Chr3a to Chr11a
	reciprocal translocation on segments [33+], from Chr5b to Chr5b
	reciprocal translocation on segments [35+], from Chr5b to Chr5b
	right duplication inversion on segments [1+,2+,2+], from Chr1a to Chr1a
	reciprocal translocation on segments [71+], from Chr15a to Chr10a
	reciprocal translocation on segments [52+], from Chr10a to Chr15a
	deletion on segments [29+], from Chr5a to Chr5a
	arm tandem duplication on segments [14+,15+,16+,14+,15+,16+], from Chr3a to Chr3a
	arm tandem duplication on segments [76+], from Chr17a to Chr17a
	tandem duplication on segments [13+], from Chr2a to Chr2a
	deletion on segments [48+], from Chr8a to Chr8a
	tandem duplication on segments [37+], from Chr5a to Chr5a
	reciprocal translocation on segments [18+], from Chr3a to Chr3a
	reciprocal translocation on segments [15+], from Chr3a to Chr3a
	arm tandem duplication on segments [78+,78+], from Chr18a to Chr18a
	arm tandem duplication on segments [27+], from Chr5b to Chr5b
	reciprocal translocation on segments [39+], from Chr6a to Chr6a
	reciprocal translocation on segments [42+], from Chr6a to Chr6a
	inversion on segments [31+], from Chr5b to Chr5b
	tandem duplication on segments [24+], from Chr4a to Chr4a
	chromosomal deletion on segments [77+,CEN18+,78+,78+,78+,78+], from Chr18a to Chr18a
	chromosomal duplication on segments [38+,42+,40+,CEN6+,41+,39+,43+], from Chr6a to Chr6b
	reciprocal translocation on segments [4+], from Chr1a to Chr1a
	reciprocal translocation on segments [6+], from Chr1a to Chr1a
	inversion on segments [11+], from Chr2a to Chr2a
