index	origin	start	end
Chr1a	deleted	0	0
Chr1b	1+,2+,3+,13+,5+,6+,7+,CEN1+,8+,9+,11+,11+,12+,4+,14+	10000	10000
Chr2a	15+,CEN2+,16+	10000	10000
Chr3a	17+,CEN3+,18+,20+,21+,21+	10000	60000
Chr4a	22+,26+,24+,CEN4+,25+,23+,27+,77+,29+,30+,25+,23+,27+,77+,29+,30+	10000	10000
Chr5a	32+,CEN5+,33+	10000	60000
Chr5b	32+,CEN5+,33+	10000	60000
Chr6a	34+,CEN6+,35+,51+,37+	60000	60000
Chr6b	34+,CEN6+,35+,36+,37+	60000	60000
Chr7a	deleted	0	0
Chr8a	40+,CEN8+,41+	60000	60000
Chr9a	42+,CEN9+,43+,44-,44+	10000	60000
Chr9b	42+,CEN9+,43+,44-,44+	10000	60000
Chr10a	45+,CEN10+,46+	10000	10000
Chr11a	47+,CEN11+,48+	60000	10000
Chr12a	49+,CEN12+,50+,36+,52+	10000	10000
Chr13a	53+,CEN13+,54+	16000000	10000
Chr14a	55+,CEN14+,56+	16000000	160000
Chr15a	57+,CEN15+,58+,58+	17000000	10000
Chr15b	57+,CEN15+,58+,58+	17000000	10000
Chr16a	59+,CEN16+,60+	10000	110000
Chr17a	61+,CEN17+,62+,67+,64+,65+,65+,66+,67+,63+	60000	10000
Chr18a	69+,CEN18+,70+	10000	110000
Chr18b	69+,CEN18+,70+	10000	110000
Chr19a	71+,73+,CEN19+,74+	60000	10000
Chr20a	75+,CEN20+,76+,28+,78+	60000	110000
Chr21a	79+,CEN21+,80+,81+,80+,81-	5010000	10000
Chr22a	82+,CEN22+,83+	10510000	10000
ChrXa	84+,CENX+,85+,90+,87+,88+,89+,90+,91+,92+,93+,85+,86+,87+,88+,89+,90+,86+	10000	10000
ChrXb	84+,CENX+,85+,86+,87+,92+,89+,88+,91+,92+,93+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrX', 'ChrX']
block 1: demo_random1
	chromosomal deletion on segments [38+,CEN7+,39+], from Chr7a to Chr7a
	chromosomal duplication on segments [1+,2+,3+,4+,5+,6+,7+,CEN1+,8+,9+,10+,11+,12+,13+,14+], from Chr1a to Chr1b
	arm tandem duplication on segments [80+,81+], from Chr21a to Chr21a
	left duplication inversion on segments [44+], from Chr9a to Chr9a
	chromosomal duplication on segments [69+,CEN18+,70+], from Chr18a to Chr18b
	deletion on segments [72+], from Chr19a to Chr19a
	reciprocal translocation on segments [6+], from Chr1b to Chr1a
	reciprocal translocation on segments [2+], from Chr1a to Chr1b
	reciprocal translocation on segments [26+], from Chr4a to Chr4a
	reciprocal translocation on segments [23+], from Chr4a to Chr4a
	inversion on segments [81+], from Chr21a to Chr21a
	chromosomal duplication on segments [34+,CEN6+,35+,36+,37+], from Chr6a to Chr6b
	reciprocal translocation on segments [4+], from Chr1b to Chr1b
	reciprocal translocation on segments [13+], from Chr1b to Chr1b
	arm tandem duplication on segments [85+,86+,87+,88+,89+,90+,91+,92+,93+], from ChrXa to ChrXa
	arm tandem duplication on segments [8+,9+,10+,11+,12+,13+,14+], from Chr1a to Chr1a
	chromosomal deletion on segments [1+,6+,3+,4+,5+,6+,7+,CEN1+,8+,9+,10+,11+,12+,13+,14+,8+,9+,10+,11+,12+,13+,14+], from Chr1a to Chr1a
	reciprocal translocation on segments [11+], from Chr1b to Chr1b
	reciprocal translocation on segments [9+], from Chr1b to Chr1b
	chromosomal duplication on segments [32+,CEN5+,33+], from Chr5a to Chr5b
	arm tandem duplication on segments [58+], from Chr15a to Chr15a
	reciprocal translocation on segments [86+], from ChrXa to ChrXa
	reciprocal translocation on segments [90+], from ChrXa to ChrXa
	right duplication inversion on segments [30+,31+], from Chr4a to Chr4a
	reciprocal translocation on segments [92+], from ChrXb to ChrXb
	reciprocal translocation on segments [88+], from ChrXb to ChrXb
	tandem duplication on segments [65+], from Chr17a to Chr17a
	deletion on segments [31+,31+,30+], from Chr4a to Chr4a
	chromosomal duplication on segments [57+,CEN15+,58+,58+], from Chr15a to Chr15b
	reciprocal translocation on segments [28+], from Chr4a to Chr20a
	reciprocal translocation on segments [77+], from Chr20a to Chr4a
	chromosomal duplication on segments [42+,CEN9+,43+,44+,44+], from Chr9a to Chr9b
	tandem duplication on segments [21+], from Chr3a to Chr3a
	arm tandem duplication on segments [25+,23+,27+,77+,29+,30+], from Chr4a to Chr4a
	reciprocal translocation on segments [63+], from Chr17a to Chr17a
	reciprocal translocation on segments [67+], from Chr17a to Chr17a
	reciprocal translocation on segments [51+], from Chr12a to Chr6a
	reciprocal translocation on segments [36+], from Chr6a to Chr12a
	deletion on segments [19+], from Chr3a to Chr3a
